
【고지명】

*지명*     한자      지명     한자   
연주      連珠      능성*     綾城*     전라
연창      延昌      죽산*     竹山*     경기
연천*     漣川*     공목달    工木達    경기
연천*     漣川*     공성      功成      경기
연천*     漣川*     연주      連州      경기
연천*     漣川*     웅섬산    熊閃山    경기
연천*     漣川*     장주      장주      경기
연천*     漣川*     장포      獐浦      경기
연풍      連豊      장련*     長連*     황해
연풍*     延豊*     상모      上芼      충청
연풍*     延豊*     장연      長延      충청
열기      悅己      정산*     定山*     충청
열성      悅城      정산*     定山*     충청
열야산    熱也山    이산*     尼山*     충청
염주      鹽州      연안*     延安*     황해
영가      永嘉      안동*     安東*     경상
영강      永康      강령*     康翎*     황해
영광*     靈光*     무령      武靈      전라
영광*     靈光*     무시이    武尸伊    전라
영광*     靈光*     오성      茣城      전라
영광*     靈光*     정주      靜州      전라
영녕      永寧      영유*     永柔*     평안
영덕*     盈德*     야성      野城      경상
영덕*     盈德*     야시홀    也尸忽    경상
영변*     寧邊*     고청성    古靑城    평안
영변*     寧邊*     무산      撫山      평안
영변*     寧邊*     무주      撫州      평안
영변*     寧邊*     밀운      密雲      평안
영변*     寧邊*     안삭      安朔      평안
영변*     寧邊*     약산      藥山      평안
영변*     寧邊*     연산      延山      평안
영변*     寧邊*     연주      延州      평안
영삭      寧朔      태천*     泰川*     평안
영산      寧山      부령*     富寧*     함경
영산      寧山      천안*     天安*     충청
영산*     靈山*     상약      尙藥      경상
영산*     靈山*     서화      西火      경상
영산*     靈山*     취산      鷲山      경상
영산*     靈山*     취성      鷲城      경상
영새      寧塞      삭주*     朔州*     평안
영암*     靈巖*     낭산      朗山      전라
영암*     靈巖*     낭주      朗州      전라
영암*     靈巖*     월나      月奈      전라
영양      永陽      영천*     永川*     경상
영원*     寧遠*     요원      遼原      평안
영월*     寧越*     내생      奈生      강원
영월*     寧越*     내성      奈城      강원
영유*     永柔*     영녕      永寧      평안
영유*     永柔*     영청      永淸      평안
영유*     永柔*     정수      定水      평안
영유*     永柔*     청계      淸溪      평안
영응      永膺      연안*     延安*     황해
영의      永義      여주*     驪州*     경기
영인      寧仁      아산*     牙山*     충청
영일*     迎日*     근오지    斤烏支    경상
영일*     迎日*     오량우    烏良友    경상
영일*     迎日*     오천      烏川      경상
영일*     迎日*     임정      臨汀      경상
영정      永定      풍기*     豊基*     경상
영제      寧堤      남양*     南陽*     경기
영주      寧州      안주*     安州*     평안
영주      寧州      천안*     天安*     충청
영주      榮州      영천*     榮川*     경상
영주      永州      영천*     永川*     경상
영주      瀛州      고부*     古阜*     전라
영창      永昌      이천*     利川*     경기
영천      靈川      고령*     高靈*     경상
영천*     榮川*     강주      剛州      경상
영천*     榮川*     구성      龜城      경상
영천*     榮川*     내령      奈靈      경상
영천*     榮川*     내이      奈已      경상
영천*     榮川*     순안      順安      경상
영천*     榮川*     영주      榮州      경상
영천*     永川*     고울      高鬱      경상
영천*     永川*     영양      永陽      경상
영천*     永川*     영주      永州      경상
영천*     永川*     익양      益陽      경상
영천*     永川*     임고      臨皐      경상
영천*     永川*     절야화    切也火    경상
영청      永淸      영유*     永柔*     평안
영춘*     永春*     을아단    乙阿旦    충청
영춘*     永春*     자춘      子春      충청
영평      永平      남평*     南平*     전라
영평      鈴平      파주*     坡州*     경기
영평*     永平*     동음      洞陰      경기
영평*     永平*     양골      梁骨      경기
영평*     永平*     영흥      永興      경기
영풍      永豊      평산*     平山*     황해
영해*     寧海*     단양      丹陽      경상
영해*     寧海*     덕원      德原      경상
영해*     寧海*     예주      禮州      경상
영해*     寧海*     우시      于尸      경상
영해*     寧海*     유린      有隣      경상
영화      永化      양근*     楊根*     경기
영흥      永興      영평*     永平*     경기
영흥*     永興*     당문      唐文      함경
영흥*     永興*     박평      博平      함경
영흥*     永興*     쌍성      雙城      함경
영흥*     永興*     역양      歷陽      함경
영흥*     永興*     장령      長嶺      함경
영흥*     永興*     화령      和寧      함경
영흥*     永興*     화주      和州      함경
예국      濊國      강릉*     江陵*     강원
예국      蘂國      강릉*     江陵*     강원
예산*     禮山*     고산      孤山      충청
예산*     禮山*     오산      烏山      충청
예성      蘂城      충주*     忠州*     충청
예안*     禮安*     매곡      買谷      경상
예안*     禮安*     선곡      善谷      경상
예안*     禮安*     선성      宣城      경상
예주      禮州      영해*     寧海*     경상
예천*     醴泉*     기양      基陽      경상
예천*     醴泉*     보주      甫州      경상
예천*     醴泉*     수주      水酒      경상
예천*     醴泉*     양양      襄陽      경상
예천*     醴泉*     청하      淸河      경상
오곡      五谷      서흥*     瑞興*     황해
오관      五關      서흥*     瑞興*     황해
오근내    烏斤乃    춘천*     春川*     강원
오량우    烏良友    영일*     迎日*     경상
오림금촌  吳林金村  단천*     端川*     함경
오사내    於斯內    평강*     平康*     강원
오사매    於斯買    횡성*     橫城*     강원
오사함달  烏斯含達  토산*     兎山*     황해
오사회    烏斯回    인제*     麟蹄*     강원
오산      烏山      남평*     南平*     전라
오산      烏山      순창*     淳昌*     전라
오산      烏山      예산*     禮山*     충청
오산      烏山      용강*     龍岡*     평안
오산      鰲山      강진*     康津*     전라
오산      鰲山      장성*     長城*     전라
오산      鰲山      청도*     淸道*     경상
오산      鰲山      회령*     會寧*     함경
오산      鰲山      흥해*     興海*     경상
오성      茣城      영광*     靈光*     전라
오성      烏城      화순*     和順*     전라
오아      烏兒      장흥*     長興*     전라
오원      五原      연안*     延安*     황해
오을매    於乙買    덕원*     德源*     함경
오음회    吾音會    회령*     會寧*     함경
오차      烏次      장흥*     長興*     전라
오천      杇淺      회덕*     懷德*     충청
오천      烏川      영일*     迎日*     경상
옥계      玉溪      진산*     珍山*     전라
옥곡      玉谷      서흥*     瑞興*     황해
옥과*     玉果*     과지      果支      전라
옥과*     玉果*     설산      雪山      전라
옥구*     沃溝*     마서량    馬西良    전라
옥구*     沃溝*     옥산      玉山      전라
옥마      玉馬      봉화*     奉化*     경상
옥산      玉山      경산*     慶山*     경상
옥산      玉山      옥구*     沃溝*     전라
옥산      玉山      인동*     仁同*     경상
옥주      沃州      옥천*     沃川*     충청
옥주      沃州      진도*     珍島*     전라
옥천      玉川      순창*     淳昌*     전라
옥천      玉川      용담*     龍潭*     전라
옥천*     沃川*     고시산    古尸山    충청
옥천*     沃川*     관성      管城      충청
옥천*     沃川*     옥주      沃州      충청
온성*     穩城*     다온평    多溫平    함경
온성*     穩城*     전성      氈城      함경
온수      溫水      온양*     溫陽*     충청
온양*     溫陽*     온수      溫水      충청
온양*     溫陽*     온창      溫昌      충청
온양*     溫陽*     온천      溫泉      충청
온양*     溫陽*     탕정      湯井      충청
온주      溫州      연안*     延安*     황해
온창      溫昌      신창*     新昌*     충청
온창      溫昌      온양*     溫陽*     충청
온천      溫泉      온양*     溫陽*     충청
옹성      瓮城      동복*     同福*     전라
옹진*     瓮津*     옹천      瓮遷      황해
옹천      瓮遷      옹진*     瓮津*     황해
완산      完山      전주*     全州*     전라
왕검성    王儉城    평양*     平壤*     평안
왕봉      王逢      고양*     高陽*     경기
요산      遼山      수안*     遂安*     황해
요원      遼原      덕천*     德川*     평안
요원      遼原      영원*     寧遠*     평안
요은홀차  要隱忽次  양구*     楊口*     강원
욕내      欲乃      곡성*     谷城*     전라
욕천      浴川      곡성*     谷城*     전라
용강*     龍岡*     군악      軍岳      평안
용강*     龍岡*     오산      烏山      평안
용강*     龍岡*     황룡성    黃龍城    평안
용구      龍駒      용인*     龍仁*     경기
용궁*     龍宮*     용주      龍州      경상
용궁*     龍宮*     원산      園山      경상
용궁*     龍宮*     축산      竺山      경상
용담*     龍潭*     물거      勿居      전라
용담*     龍潭*     옥천      玉川      전라
용담*     龍潭*     청거      淸渠      전라
용만      龍灣      용천*     龍川*     평안
용만      龍灣      의주*     義州*     평안
용성      龍城      남원*     南原*     전라
용안*     龍安*     도내산    道乃山    전라
용안*     龍安*     칠성      七城      전라
용인*     龍仁*     거서      巨黍      경기
용인*     龍仁*     구성      駒城      경기
용인*     龍仁*     멸오      滅烏      경기
용인*     龍仁*     용구      龍駒      경기
용주      湧州      덕원*     德源*     함경
용주      龍州      용궁*     龍宮*     경상
용주      龍州      용천*     龍川*     평안
용천*     龍川*     안흥      安興      평안
용천*     龍川*     용만      龍灣      평안
용천*     龍川*     용주      龍州      평안
용흥      龍興      황주*     黃州*     황해
우령      牛嶺      우봉*     牛峯*     황해
우롱이    于籠耳    경성*     鏡城*     함경
우봉*     牛峯*     삼주      三州      황해
우봉*     牛峯*     수지의    首知衣    황해
우봉*     牛峯*     우령      牛嶺      황해
우봉*     牛峯*     우잠      牛岑      황해
우봉*     牛峯*     잠성      岑城      황해
우산      牛山      삼화*     三和*     평안
우산      牛山      진해*     鎭海*     경상
우수      牛首      춘천*     春川*     강원
우술      雨述      회덕*     懷德*     충청
우시      于尸      영해*     寧海*     경상
우왕      遇王      고양*     高陽*     경기
우잠      牛岑      우봉*     牛峯*     황해
우진야    于珍也    울진*     蔚珍*     강원
우차탄홀  于次呑忽  서흥*     瑞興*     황해
우평      雨坪      장수*     長水*     전라
욱오      郁烏      평창*     平昌*     강원
운봉      雲鳳      청송*     靑松*     경상
운봉*     雲峯*     경덕      景德      전라
운봉*     雲峯*     무산      毋山      전라
운봉*     雲峯*     아막      阿莫      전라
운봉*     雲峯*     아영      阿英      전라
운봉*     雲峯*     운성      雲城      전라
운산*     雲山*     운양      雲陽      평안
운산*     雲山*     운주      雲州      평안
운산*     雲山*     운중      雲中      평안
운산*     雲山*     원화      遠化      평안
운산*     雲山*     위화      威化      평안
운성      雲城      운봉*     雲峯*     전라
운수      雲水      임실*     任實*     전라
운양      雲陽      운산*     雲山*     평안
운주      運州      홍주*     洪州*     충청
운주      雲州      운산*     雲山*     평안
운중      雲中      운산*     雲山*     평안
울산*     蔚山*     개지변    皆知邊    경상
울산*     蔚山*     공화      恭化      경상
울산*     蔚山*     굴아화    屈阿火    경상
울산*     蔚山*     울주      蔚州      경상
울산*     蔚山*     하곡      河曲      경상
울산*     蔚山*     학성      鶴城      경상
울산*     蔚山*     화성      火城      경상
울산*     蔚山*     흥려      興麗      경상
울주      蔚州      울산*     蔚山*     경상
울진*     蔚珍*     고우이    古于伊    강원
울진*     蔚珍*     선사      仙槎      강원
울진*     蔚珍*     우진야    于珍也    강원
웅구      熊口      웅천*     熊川*     경상
웅산      熊山      웅천*     熊川*     경상
웅섬산    熊閃山    연천*     漣川*     경기
웅성      雄城      길성*     吉城*     함경
웅신      熊神      웅천*     熊川*     경상
웅주      熊州      공주*     公州*     충청
웅지      熊只      웅천*     熊川*     경상
웅진      熊津      공주*     公州*     충청
웅천      熊川      공주*     公州*     충청
웅천*     熊川*     병산      屛山      경상
웅천*     熊川*     웅구      熊口      경상
웅천*     熊川*     웅산      熊山      경상
웅천*     熊川*     웅신      熊神      경상
웅천*     熊川*     웅지      熊只      경상
원산      園山      용궁*     龍宮*     경상
원정      原井      교하*     交河*     경기
원주*     原州*     북원경    北原京    강원
원주*     原州*     성안      成安      강원
원주*     原州*     익흥      益興      강원
원주*     原州*     일신      一新      강원
원주*     原州*     정원      靖原      강원
원주*     原州*     평량경    平凉京    강원
원주*     原州*     평원      平原      강원
원평      原平      파주*     坡州*     경기
원화      遠化      운산*     雲山*     평안
월나      月奈      영암*     靈巖*     전라
월랑      越浪      진안*     鎭安*     전라
월성      月城      경주*     慶州*     경상
월성      月城      토산*     兎山*     황해
위례성    慰禮城    직산*     稷山*     충청
위성      威城      희천*     熙川*     평안
위원*     渭原*     도을한    都乙漢    평안
위원*     渭原*     밀산      密山      평안
위주      威州      희천*     熙川*     평안
위화      威化      운산*     雲山*     평안
유경      柳京      평양*     平壤*     평안
유린      有隣      영해*     寧海*     경상
유주      儒州      문화*     文化*     황해
육창      陸昌      철원*     鐵原*     강원
윤산      輪山      남해*     南海*     경상
율구      栗口      은율*     殷栗*     황해
율목      栗木      과천*     果川*     경기
율진      栗津      과천*     果川*     경기
율천      栗川      은율*     殷栗*     황해
은산*     殷山*     동창      同昌      평안
은산*     殷山*     은주      殷州      평안
은산*     殷山*     흥덕      興德      평안
은율*     殷栗*     율구      栗口      황해
은율*     殷栗*     율천      栗川      황해
은주      殷州      은산*     殷山*     평안
은진*     恩津*     가을내    加乙乃    충청
은진*     恩津*     가지나    加知奈    충청
은진*     恩津*     덕근      德近      충청
은진*     恩津*     덕은      德恩      충청
은진*     恩津*     덕은      德殷      충청
은진*     恩津*     시진      市津      충청
은진*     恩津*     신포      薪浦      충청
은천      銀川      배천*     白川*     황해
을아단    乙阿旦    영춘*     永春*     충청
음동      陰洞      벽동*     碧潼*     평안
음봉      陰峯      아산*     牙山*     충청
음성*     陰城*     설성      雪城      충청
음성*     陰城*     잉근내    仍斤內    충청
음성*     陰城*     잉홀      仍忽      충청
음잠      陰岑      아산*     牙山*     충청
음죽*     陰竹*     노음죽    奴音竹    경기
음죽*     陰竹*     설성      雪城      경기
음평      陰平      죽산*     竹山*     경기
응천      凝川      밀양*     密陽*     경상
의녕      義寧      진천*     鎭川*     충청
의령*     宜寧*     의산      宜山      경상
의령*     宜寧*     의춘      宜春      경상
의령*     宜寧*     장함      獐含      경상
의산      宜山      의령*     宜寧*     경상
의성      宜城      덕원*     德源*     함경
의성*     義城*     문소      聞韶      경상
의성*     義城*     소문      召文      경상
의안      義安      창원*     昌原*     경상
의원      義原      제천*     堤川*     충청
의주      宜州      덕원*     德源*     함경
의주*     義州*     보주      保州      평안
의주*     義州*     송산      松山      평안
의주*     義州*     용만      龍灣      평안
의주*     義州*     파주      把州      평안
의주*     義州*     포주      抱州      평안
의주*     義州*     함신      咸新      평안
의주*     義州*     화의      和義      평안
의창      義昌      창원*     昌原*     경상
의창      義昌      흥해*     興海*     경상
의천      宜川      덕원*     德源*     함경
의천      義川      제천*     堤川*     충청
의춘      宜春      덕원*     德源*     함경
의춘      宜春      양산*     梁山*     경상
의춘      宜春      의령*     宜寧*     경상
의흥*     義興*     구산      龜山      경상
의흥*     義興*     구성      龜城      경상
이균      伊均      문천*     文川*     함경
이릉      尒陵      능성*     綾城*     전라
이문      伊文      양양*     襄陽*     강원
이물성    伊勿城    회양*     淮陽*     강원
이사파홀  泥沙波忽  마전*     麻田*     경기
이산      伊山      덕산*     德山*     충청
이산      伊山      청도*     淸道*     경상
이산      夷山      갑산*     甲山*     함경
이산*     尼山*     노산      魯山      충청
이산*     尼山*     열야산    熱也山    충청
이산*     尼山*     이성      尼城      충청
이산*     理山*     이주      理州      평안
이산*     理山*     초산      楚山      평안
이서      伊西      청도*     淸道*     경상
이성      尼城      이산*     尼山*     충청
이성      伊城      장성*     長城*     전라
이성*     利城*     관성      觀城      함경
이성*     利城*     다보      多甫      함경
이성*     利城*     시리      時利      함경
이성*     利城*     시질간    時叱間    함경
이성*     利城*     아사      阿沙      함경
이안      利安      안음*     安陰*     경상
이주      理州      이산*     理山*     평안
이진매    伊珍買    이천*     伊川*     강원
이천*     伊川*     이진매    伊珍買    강원
이천*     伊川*     화산      花山      강원
이천*     利川*     남매      南買      경기
이천*     利川*     남천      南川      경기
이천*     利川*     영창      永昌      경기
이천*     利川*     황무      黃武      경기
익령      翼嶺      양양*     襄陽*     강원
익산*     益山*     금마      金馬      전라
익산*     益山*     익주      益州      전라
익성      益城      금성*     金城*     강원
익양      益陽      영천*     永川*     경상
익양      翼陽      광산*     光山*     전라
익주      益州      남양*     南陽*     경기
익주      益州      익산*     益山*     전라
익주      翼州      개천*     价川*     평안
익주      翼州      광산*     光山*     전라
익현      翼峴      양양*     襄陽*     강원
익화      益和      양근*     楊根*     경기
익흥      益興      원주*     原州*     강원
인동*     仁同*     사동화    斯同火    경상
인동*     仁同*     수동      壽同      경상
인동*     仁同*     옥산      玉山      경상
인의      仁義      태인*     泰仁*     전라
인제*     麟蹄*     오사회    烏斯回    강원
인제*     麟蹄*     저족      猪足      강원
인제*     麟蹄*     희제      희제      강원
인주      仁州      아산*     牙山*     충청
인주      仁州      인천*     仁川*     경기
인진도    因珍島    진도*     珍島*     전라
인천*     仁川*     경원      慶源      경기
인천*     仁川*     매소홀    買召忽    경기
인천*     仁川*     미추홀    彌趨忽    경기
인천*     仁川*     소성      邵城      경기
인천*     仁川*     인주      仁州      경기
일계      一界      안동*     安東*     경상
일모산    一牟山    문의*     文義*     충청
일선      一善      선산*     善山*     경상
일신      一新      원주*     原州*     강원
임고      臨皐      영천*     永川*     경상
임단      臨湍      마전*     麻田*     경기
임단      臨湍      장단*     長湍*     경기
임둔      臨屯      강릉*     江陵*     강원
임성      任城      대흥*     大興*     충청
임실*     任實*     운수      雲水      전라
임영      臨瀛      강릉*     江陵*     강원
임정      臨汀      영일*     迎日*     경상
임존성    任存城    대흥*     大興*     충청
임주      林州      임천*     林川*     충청
임천*     林川*     가림      加林      충청
임천*     林川*     가림      嘉林      충청
임천*     林川*     임주      林州      충청
임토      林土      벽동*     碧潼*     평안
임피*     臨陂*     소도      所島      전라
임피*     臨陂*     시산      屎山      전라
임피*     臨陂*     실조출    失鳥出    전라
임피*     臨陂*     취성      鷲城      전라
임피*     臨陂*     피산      陂山      전라
임피*     臨陂*     흔문      忻文      전라
임해      臨海      김해*     金海*     경상
임환      任歡      천안*     天安*     충청
잉근내    仍斤內    괴산*     槐山*     충청
잉근내    仍斤內    음성*     陰城*     충청
잉리아    仍利阿    화순*     和順*     전라
잉매      仍買      정선*     旌善*     강원
잉벌노    仍伐奴    금천*     衿川*     경기
잉홀      仍忽      음성*     陰城*     충청
자모      慈母      자산*     慈山*     평안
자산*     慈山*     문성      文城      평안
자산*     慈山*     자모      慈母      평안
자산*     慈山*     자주      慈州      평안
자산*     慈山*     태안주    太安州    평안
자주      慈州      자산*     慈山*     평안
자춘      子春      영춘*     永春*     충청
잠성      岑城      우봉*     牛峯*     황해
장구      獐口      안산*     安山*     경기
장기*     長鬐*     기립      鬐立      경상
장기*     長鬐*     봉산      峯山      경상
장기*     長鬐*     지답      只沓      경상
장녕      長寧      철산*     鐵山*     평안
장단*     長湍*     단주      湍州      경기
장단*     長湍*     습천      습천      경기
장단*     長湍*     야아      夜牙      경기
장단*     長湍*     야야      耶耶      경기
장단*     長湍*     임단      臨湍      경기
장단*     長湍*     장임      長臨      경기
장단*     長湍*     장천성    長淺城    경기
장담      長潭      장연*     長淵*     황해
장덕      章德      흥덕*     興德*     전라
장덕      章德      흥덕*     興德*     전라
장덕      長德      덕천*     德川*     평안
장련*     長連*     연풍      連豊      황해
장련*     長連*     장명      長命      황해
장령      長嶺      영흥*     永興*     함경
장률      獐栗      수안*     遂安*     황해
장리      長利      곽산*     郭山*     평안
장명      長命      장련*     長連*     황해
장사      長沙      무장*     茂長*     전라
장산      萇山      동래*     東萊*     경상
장산      獐山      경산*     慶山*     경상
장산      章山      경산*     慶山*     경상
장성*     長城*     갑성      岬城      전라
장성*     長城*     고시이    古尸伊    전라
장성*     長城*     오산      鰲山      전라
장성*     長城*     이성      伊城      전라
장수*     長水*     고택      高澤      전라
장수*     長水*     우평      雨坪      전라
장수*     長水*     장천      長川      전라
장안      長安      평양*     平壤*     평안
장연      長延      연풍*     延豊*     충청
장연*     長淵*     연강      淵康      황해
장연*     長淵*     장담      長潭      황해
장임      長臨      장단*     長湍*     경기
장정      長靜      창성*     昌城*     평안
장제      長堤      부평*     富平*     경기
장주      장주      연천*     漣川*     경기
장지      長池      해주*     海州*     황해
장천      長川      장수*     長水*     전라
장천성    長淺城    장단*     長湍*     경기
장포      獐浦      연천*     漣川*     경기
장함      獐含      의령*     宜寧*     경상
장항구    獐項口    안산*     安山*     경기
장흥*     長興*     관산      冠山      전라
장흥*     長興*     오아      烏兒      전라
장흥*     長興*     오차      烏次      전라
장흥*     長興*     정안      定安      전라
장흥*     長興*     정주      定州      전라
장흥*     長興*     회주      懷州      전라
재령*     載寧*     식성      息城      황해
재령*     載寧*     안릉      安陵      황해
재령*     載寧*     안주      安州      황해
재령*     載寧*     안풍      安風      황해
재령*     載寧*     중반      重盤      황해
재령*     載寧*     한홀      漢忽      황해
재암      載岩      진보*     眞寶*     경상
저새      猪塞      수안*     遂安*     황해
저족      猪足      인제*     麟蹄*     강원
적라      赤羅      군위*     軍威*     경상
적산      赤山      단양*     丹陽*     충청
적선      積善      청송*     靑松*     경상
적성      赤城      단양*     丹陽*     충청
적성      赤城      양성*     陽城*     경기
적천      赤川      무주*     茂朱*     전라
적촌      赤村      단성*     丹城*     경상
전기      全岐      연기*     燕岐*     충청
전기      全岐      전의*     全義*     충청
전산      轉山      남해*     南海*     경상
전성      氈城      온성*     穩城*     함경
전야산    轉也山    남해*     南海*     경상
전의*     全義*     구지      仇知      충청
전의*     全義*     금지      金池      충청
전의*     全義*     전기      全岐      충청
전절군    全節軍    청주*     淸州*     충청
전주*     全州*     견성      甄城      전라
전주*     全州*     비사벌    比斯伐    전라
전주*     全州*     순의군    順義軍    전라
전주*     全州*     승화      承化      전라
전주*     全州*     안남      安南      전라
전주*     全州*     완산      完山      전라
절야화    切也火    영천*     永川*     경상
정산*     定山*     두릉윤성  豆陵尹城  충청
정산*     定山*     열기      悅己      충청
정산*     定山*     열성      悅城      충청
정선*     旌善*     도원      桃源      강원
정선*     旌善*     삼봉      三鳳      강원
정선*     旌善*     심봉      沈鳳      강원
정선*     旌善*     잉매      仍買      강원
정선*     旌善*     주진      朱陳      강원
정수      定水      영유*     永柔*     평안
정안      定安      장흥*     長興*     전라
정양      定襄      곽산*     郭山*     평안
정원      定遠      정주*     定州*     평안
정원      靖原      원주*     原州*     강원
정융      靜戎      순천*     順川*     평안
정읍*     井邑*     정촌      井村      전라
정읍*     井邑*     초산      楚山      전라
정주      定州      장흥*     長興*     전라
정주      定州      정평*     定平*     함경
정주      貞州      풍덕*     豊德*     경기
정주      靜州      영광*     靈光*     전라
정주*     定州*     정원      定遠      평안
정주*     定州*     조천      鳥川      평안
정천      井泉      덕원*     德源*     함경
정촌      井村      정읍*     井邑*     전라
정평*     定平*     선위      宣威      함경
정평*     定平*     정주      定州      함경
정평*     定平*     중산      中山      함경
정평*     定平*     천정      千丁      함경
정평*     定平*     파지      巴只      함경
정해      貞海      해미*     海美*     충청
정해군    定海軍    진주*     晉州*     경상
정현      貞峴      진잠*     鎭岑*     충청
제안      齊安      황주*     黃州*     황해
제양      齊陽      양천*     陽川*     경기
제주*     濟州*     동영주    東瀛州    전라
제주*     濟州*     탁라      乇羅      전라
제주*     濟州*     탐라      耽羅      전라
제주*     濟州*     탐모라    耽毛羅    전라
제차파의  齊次巴衣  양천*     陽川*     경기
제창      濟昌      거창*     居昌*     경상
제천*     堤川*     내제      奈堤      충청
제천*     堤川*     내토      奈吐      충청
제천*     堤川*     의원      義原      충청
제천*     堤川*     의천      義川      충청
조람      助攬      진보*     眞寶*     경상
조선      朝鮮      평양*     平壤*     평안
조양      朝陽      개천*     价川*     평안
조천      鳥川      정주*     定州*     평안
조파의    租坡衣    봉산*     鳳山*     황해
졸본부여  卒本扶餘  성천*     成川*     평안
종산      鍾山      종성*     鍾城*     함경
종성*     鍾城*     수주      愁州      함경
종성*     鍾城*     종산      鍾山      함경
주계      朱溪      무주*     茂朱*     전라
주부토    主夫吐    부평*     富平*     경기
주진      朱陳      정선*     旌善*     강원
죽산*     竹山*     개산      介山      경기
죽산*     竹山*     개차산    皆次山    경기
죽산*     竹山*     연창      延昌      경기
죽산*     竹山*     음평      陰平      경기
죽산*     竹山*     죽주      竹州      경기
죽수      竹樹      능성*     綾城*     전라
죽주      竹州      죽산*     竹山*     경기
중반      重盤      안주*     安州*     평안
중반      重盤      재령*     載寧*     황해
중산      中山      정평*     定平*     함경
중원      中原      충주*     忠州*     충청
중화*     中和*     가화압    加火押    평안
중화*     中和*     당악      唐岳      평안
증산      甑山      단천*     端川*     함경
증산*     甑山*     서하      西河      평안
지답      只沓      장기*     長鬐      경상
지례*     知禮*     구성      龜城      경상
지례*     知禮*     지품천    知品川    경상
지성      池城      해주*     海州*     황해
지양초    只良肖    여산*     礪山*     전라
지제      砥堤      지평*     砥平*     경기
지평      地平      안동*     安東*     경상
지평*     砥平*     지제      砥堤      경기
지평*     砥平*     지현      砥峴      경기
지품천    知品川    산음*     山陰*     경상
지품천    知品川    지례*     知禮*     경상
지하      池河      봉산*     鳳山*     황해
지현      砥峴      지평*     砥平*     경기
직산*     稷山*     사산      蛇山      충청
직산*     稷山*     위례성    慰禮城    충청
진강      晉康      진주*     晉州*     경상
진국      鎭國      숙천*     肅川*     평안
진내      進乃      금산*     錦山*     전라
진도*     珍島*     옥주      沃州      전라
진도*     珍島*     인진도    因珍島    전라
진동      珍同      진산*     珍山*     전라
진동군    鎭東軍    함경*     咸鏡*     함경
진령      鎭嶺      진잠*     鎭岑*     충청
진례      進禮      금산*     錦山*     전라
진보*     眞寶*     보성      甫城      경상
진보*     眞寶*     재암      載岩      경상
진보*     眞寶*     조람      助攬      경상
진보*     眞寶*     진안      眞安      경상
진보*     眞寶*     진해      眞海      경상
진보*     眞寶*     청보      靑寶      경상
진보*     眞寶*     칠파화    漆巴火    경상
진산      晉山      진주*     晉州*     경상
진산*     珍山*     옥계      玉溪      전라
진산*     珍山*     진동      珍同      전라
진산*     珍山*     진주      珍州      전라
진서      鎭瑞      곡산*     谷山*     황해
진성      珍城      단성*     丹城*     경상
진악산    珍惡山    석성*     石城*     충청
진안      眞安      진보*     眞寶*     경상
진안*     鎭安*     난진아    難珍阿    전라
진안*     鎭安*     월랑      越浪      전라
진양      晉陽      진주*     晉州*     경상
진원*     珍原*     구사진혜  丘斯珍兮  전라
진원*     珍原*     구진      丘珍      전라
진위*     振威*     부산      釜山      경기
진위*     振威*     송촌활달  松村活達  경기
진위*     振威*     연달      淵達      경기
진잠*     鎭岑*     기성      杞城      충청
진잠*     鎭岑*     정현      貞峴      충청
진잠*     鎭岑*     진령      鎭嶺      충청
진잠*     鎭岑*     진현      眞峴      충청
진주      珍州      진산*     珍山*     전라
진주      眞珠      삼척*     三陟*     강원
진주      鎭州      진천*     鎭川*     충청
진주*     晉州*     강주      康州      경상
진주*     晉州*     거열성    居列城    경상
진주*     晉州*     거타      居陁      경상
진주*     晉州*     정해군    定海軍    경상
진주*     晉州*     진강      晉康      경상
진주*     晉州*     진산      晉山      경상
진주*     晉州*     진양      晉陽      경상
진주*     晉州*     청주      菁州      경상
진주*     晉州*     청천      菁川      경상
진천*     鎭川*     강주      降州      충청
진천*     鎭川*     금물노    今勿奴    충청
진천*     鎭川*     만노      萬弩      충청
진천*     鎭川*     상산      常山      충청
진천*     鎭川*     수지      首知      충청
진천*     鎭川*     신지      新知      충청
진천*     鎭川*     의녕      義寧      충청
진천*     鎭川*     진주      鎭州      충청
진천*     鎭川*     창의      彰義      충청
진천*     鎭川*     황양      黃壤      충청
진천*     鎭川*     흑양      黑壤      충청
진한      辰韓      경주*     慶州*     경상
진해      眞海      진보*     眞寶*     경상
진해*     鎭海*     우산      牛山      경상
진해*     鎭海*     팔진      八鎭      경상
진해군    鎭海軍    나주*     羅州*     전라
진현      眞峴      진잠*     鎭岑*     충청
차성      車城      기장*     機張*     경상
창녕      昌寧      안동*     安東*     경상
창녕*     昌寧*     비사벌    比斯伐    경상
창녕*     昌寧*     비자화    比自火    경상
창녕*     昌寧*     창산      昌山      경상
창녕*     昌寧*     창성      昌城      경상
창녕*     昌寧*     하산      夏山      경상
창녕*     昌寧*     하성      夏城      경상
창녕*     昌寧*     하주      下州      경상
창녕*     昌寧*     화왕      火王      경상
창산      昌山      창녕*     昌寧*     경상
창성      昌城      창녕*     昌寧*     경상
창성*     昌城*     장정      長靜      평안
창성*     昌城*     창주      昌州      평안
창원      昌原      철원*     鐵原*     강원
창원*     昌原*     골포      骨浦      경상
창원*     昌原*     굴자      屈自      경상
창원*     昌原*     의안      義安      경상
